Routine_ID;Target;Order;Exercise;Sets;Reps;Rest;RPE
M-054;Male;1;Alternating Floor Press;3-4;6-8;120s;RPE 8-9
M-054;Male;2;Dumbbell Front Raise (Incline Bench, Prone, Tempo Negative);3;12-15;60s;RPE 9
M-054;Male;3;Dumbbell Concentration Curl (Seated, High Rep, Long Head);3;12-15;60s;RPE 9
M-054;Male;4;Dumbbell Front Raise (Standing, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
M-054;Male;5;Machine Seated Row (Overhand Grip, Wide Handle);3;12-15;60s;RPE 9
M-054;Male;6;Machine Seated Curl (Wide Stance, Slow Negative);3;12-15;60s;RPE 9
M-055;Male;1;Cable Upright Row (Rope Attachment, Wide Pull);3;12-15;60s;RPE 9
M-055;Male;2;Push Press;3-4;6-8;120s;RPE 8-9
M-055;Male;3;Kneeling Hip Flexor Stretch;3;12-15;60s;RPE 9
M-055;Male;4;Calf Stretch (Elbows Against Wall);3;12-15;60s;RPE 9
M-055;Male;5;Face Pull;3;12-15;60s;RPE 9
M-055;Male;6;Banded Hip Thrust;3;12-15;60s;RPE 9
M-056;Male;1;Cable Crossover (Middle);3;12-15;60s;RPE 9
M-056;Male;2;Cable Triceps Pushdown (V-Bar, Heavy Load);3;12-15;60s;RPE 9
M-056;Male;3;Battling Ropes;3;12-15;60s;RPE 9
M-056;Male;4;Chin to Chest Stretch;3;12-15;60s;RPE 9
M-056;Male;5;Chin to Chest Stretch;3;12-15;60s;RPE 9
M-056;Male;6;Hack Squat Machine (Narrow Stance, Low Rep Focus);3-4;6-8;120s;RPE 8-9
M-057;Male;1;Dumbbell Shoulder Press (Seated, Alternating, High Rep);3-4;6-8;120s;RPE 8-9
M-057;Male;2;Hex Press;3-4;6-8;120s;RPE 8-9
M-057;Male;3;EZ-Bar Curl (Preacher Curl, Wide Grip, Tempo Negative);3;12-15;60s;RPE 9
M-057;Male;4;One-Arm Dumbbell Row;3;12-15;60s;RPE 9
M-057;Male;5;Single-Arm Dumbbell Row (Chest Supported);3;12-15;60s;RPE 9
M-057;Male;6;Machine Hip Abduction (Torso Erect, High Rep);3;12-15;60s;RPE 9
M-058;Male;1;Wide Grip Seated Cable Row;3;12-15;60s;RPE 9
M-058;Male;2;Cable Rear Delt Row (Neutral Grip, High Pulley);3;12-15;60s;RPE 9
M-058;Male;3;Chest-Supported Dumbbell Row;3;12-15;60s;RPE 9
M-058;Male;4;Cross Body Hammer Curl;3;12-15;60s;RPE 9
M-058;Male;5;Anterior Tibialis SMR;3;12-15;60s;RPE 9
M-058;Male;6;Dumbbell Reverse Lunge (Front Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
M-059;Male;1;Cable Rear Delt Row (Neutral Grip, High Pulley);3;12-15;60s;RPE 9
M-059;Male;2;Dynamic Back Stretch;3;12-15;60s;RPE 9
M-059;Male;3;Lat Pulldown (V-Bar, Close Stance, Pause at Peak);3;12-15;60s;RPE 9
M-059;Male;4;Reverse Grip Triceps Pushdown;3;12-15;60s;RPE 9
M-059;Male;5;Dumbbell Front Raise (Incline Bench, Prone);3;12-15;60s;RPE 9
M-059;Male;6;Cable Step-Up;3;12-15;60s;RPE 9
M-060;Male;1;Underhand Cable Pulldown;3;12-15;60s;RPE 9
M-060;Male;2;Behind the Head Chest Stretch;3;12-15;60s;RPE 9
M-060;Male;3;Dumbbell Bench Press (Heavy Load, Decline, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-060;Male;4;Box Jump (Multiple Response);3;12-15;60s;RPE 9
M-060;Male;5;Seated Dumbbell Overhead Triceps Extension;3;12-15;60s;RPE 9
M-060;Male;6;Dumbbell One-Arm Triceps Extension;3;12-15;60s;RPE 9
M-061;Male;1;Rack Pull (Above Knee);3;12-15;60s;RPE 9
M-061;Male;2;Single-Arm Cable Row (Overhand Grip, Mid-Width, Pause at Peak);3;12-15;60s;RPE 9
M-061;Male;3;Dumbbell Concentration Curl (Seated, High Rep, Long Head);3;12-15;60s;RPE 9
M-061;Male;4;Alternating Floor Press;3-4;6-8;120s;RPE 8-9
M-061;Male;5;Smith Machine Bench Press (High Rep, Close Grip);3-4;6-8;120s;RPE 8-9
M-061;Male;6;Cable Pull-Through (Rope, High Rep, Max Pump);3;12-15;60s;RPE 9
M-062;Male;1;Chair Upper Body Stretch;3;12-15;60s;RPE 9
M-062;Male;2;Single-Arm Dumbbell Row (Kneeling, Rotation Focus);3;12-15;60s;RPE 9
M-062;Male;3;Hamstring SMR;3;12-15;60s;RPE 9
M-062;Male;4;Calf Stretch (Hands Against Wall);3;12-15;60s;RPE 9
M-062;Male;5;Hex Press;3-4;6-8;120s;RPE 8-9
M-062;Male;6;Cable Hyperextension (Rope Attachment, Glute Focus);3;12-15;60s;RPE 9
M-063;Male;1;Single-Arm Dumbbell Row (Chest Supported);3;12-15;60s;RPE 9
M-063;Male;2;Barbell Bench Press (Reverse Grip, Close Stance);3-4;6-8;120s;RPE 8-9
M-063;Male;3;Barbell Curl (Standing, Wide Grip, High Rep);3;12-15;60s;RPE 9
M-063;Male;4;Running (Treadmill);3;12-15;60s;RPE 9
M-063;Male;5;Push Press;3-4;6-8;120s;RPE 8-9
M-063;Male;6;Landmine RDL;3;12-15;60s;RPE 9
M-064;Male;1;Atlas Stones;3;12-15;60s;RPE 9
M-064;Male;2;Dumbbell Front Raise (Neutral Grip);3;12-15;60s;RPE 9
M-064;Male;3;Brachialis SMR;3;12-15;60s;RPE 9
M-064;Male;4;Dumbbell Shoulder Press (Seated, Alternating, High Rep);3-4;6-8;120s;RPE 8-9
M-064;Male;5;Chest Supported Rear Delt Row;3;12-15;60s;RPE 9
M-064;Male;6;Barbell Reverse Lunge (Rear Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
M-065;Male;1;Dumbbell Front Raise (Seated, Heavy Load);3;12-15;60s;RPE 9
M-065;Male;2;Chin to Chest Stretch;3;12-15;60s;RPE 9
M-065;Male;3;Cable Cross Body Lateral Raise;3;12-15;60s;RPE 9
M-065;Male;4;Dumbbell Press (Incline, Supinated Grip);3-4;6-8;120s;RPE 8-9
M-065;Male;5;Iliotibial Tract SMR;3;12-15;60s;RPE 9
M-065;Male;6;Single-Leg Romanian Deadlift (Dumbbell, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-066;Male;1;Hammer Strength Chest Press;3-4;6-8;120s;RPE 8-9
M-066;Male;2;Cable Crossover (High Pulley, Single-Arm, Pause);3;12-15;60s;RPE 9
M-066;Male;3;Hex Press;3-4;6-8;120s;RPE 8-9
M-066;Male;4;Cable Rear Delt Row (High Pulley, Single-Arm, Neutral Grip);3;12-15;60s;RPE 9
M-066;Male;5;EZ-Bar Curl (Reverse Grip, Standing, Pause at Peak);3;12-15;60s;RPE 9
M-066;Male;6;Dumbbell Split Squat (Rear Foot Elevated, Feet Close, High Rep);3-4;6-8;120s;RPE 8-9
M-067;Male;1;Single-Arm Cable Row (Overhand Grip, Mid-Width, Pause at Peak);3;12-15;60s;RPE 9
M-067;Male;2;Two-Arm Kettlebell Row;3;12-15;60s;RPE 9
M-067;Male;3;Zottman Curl;3;12-15;60s;RPE 9
M-067;Male;4;Lat Pulldown (Wide Grip);3;12-15;60s;RPE 9
M-067;Male;5;Weighted Chin-Up (Overhand Grip, Wide Stance);3;12-15;60s;RPE 9
M-067;Male;6;Machine Hack Squat (Medium Stance, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-068;Male;1;Weighted Cable Crunch (High Pulley, Heavy Load);3;12-15;60s;RPE 9
M-068;Male;2;Dumbbell Incline Press (Neutral Grip, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-068;Male;3;Alternate Heel Touchers;3;12-15;60s;RPE 9
M-068;Male;4;Svend Press;3-4;6-8;120s;RPE 8-9
M-068;Male;5;Dumbbell Floor Press;3-4;6-8;120s;RPE 8-9
M-068;Male;6;Zercher Lunge;3;12-15;60s;RPE 9
M-069;Male;1;Floor Press (Dumbbell, Neutral Grip);3-4;6-8;120s;RPE 8-9
M-069;Male;2;Finger Curls;3;12-15;60s;RPE 9
M-069;Male;3;High Pull;3;12-15;60s;RPE 9
M-069;Male;4;Dumbbell Reverse Fly (Lying Incline, High Rep);3;12-15;60s;RPE 9
M-069;Male;5;Chest-Supported Dumbbell Row;3;12-15;60s;RPE 9
M-069;Male;6;Barbell Front Squat (High Bar, Deep Depth);3-4;6-8;120s;RPE 8-9
M-070;Male;1;Cable Crossover (Low-to-High, Single-Arm, Tempo Negative);3;12-15;60s;RPE 9
M-070;Male;2;Incline Barbell Bench Press;3-4;6-8;120s;RPE 8-9
M-070;Male;3;One-Arm Dumbbell Row;3;12-15;60s;RPE 9
M-070;Male;4;Renegade Row;3;12-15;60s;RPE 9
M-070;Male;5;Overhead Press (Dumbbell, Standing, Alternating, Low Rep);3-4;6-8;120s;RPE 8-9
M-070;Male;6;Barbell Side Split Squat;3-4;6-8;120s;RPE 8-9
M-071;Male;1;Wide Grip Pull-Up;3;12-15;60s;RPE 9
M-071;Male;2;Dumbbell Bench Press (Heavy Load, Wide Grip, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-071;Male;3;Dynamic Back Stretch;3;12-15;60s;RPE 9
M-071;Male;4;Carioca Quick Step;3;12-15;60s;RPE 9
M-071;Male;5;Intermediate Groin Stretch;3;12-15;60s;RPE 9
M-071;Male;6;Cable Hyperextension (Rope Attachment, Glute Focus);3;12-15;60s;RPE 9
M-072;Male;1;Ankle on the Knee;3;12-15;60s;RPE 9
M-072;Male;2;Incline Pronated-Grip Dumbbell Press;3-4;6-8;120s;RPE 8-9
M-072;Male;3;High Pull;3;12-15;60s;RPE 9
M-072;Male;4;Dumbbell Bench Press (Decline, High Rep);3-4;6-8;120s;RPE 8-9
M-072;Male;5;Renegade Row;3;12-15;60s;RPE 9
M-072;Male;6;Kettlebell Pistol Squat;3-4;6-8;120s;RPE 8-9
M-073;Male;1;Kelso Shrug;3;12-15;60s;RPE 9
M-073;Male;2;Cable Crossover (Low-to-High);3;12-15;60s;RPE 9
M-073;Male;3;Behind the Head Chest Stretch;3;12-15;60s;RPE 9
M-073;Male;4;Lat Pulldown (Single-Arm, Kneeling);3;12-15;60s;RPE 9
M-073;Male;5;Alternate Heel Touchers;3;12-15;60s;RPE 9
M-073;Male;6;Dumbbell Overhead Extension (Seated);3;12-15;60s;RPE 9
M-074;Male;1;Box Jump (Multiple Response);3;12-15;60s;RPE 9
M-074;Male;2;Anterior Tibialis SMR;3;12-15;60s;RPE 9
M-074;Male;3;Cable Rear Delt Row (Rope Attachment, Face-Pull Height, Tempo Negative);3;12-15;60s;RPE 9
M-074;Male;4;Triceps Extension (Overhead, Dumbbell, Single-Arm);3;12-15;60s;RPE 9
M-074;Male;5;Swiss Ball Leg Curl;3;12-15;60s;RPE 9
M-074;Male;6;Static Lunge (Barbell);3;12-15;60s;RPE 9
M-075;Male;1;Smith Machine Overhead Press (Front Rack, Seated);3-4;6-8;120s;RPE 8-9
M-075;Male;2;Hamstring SMR;3;12-15;60s;RPE 9
M-075;Male;3;Dumbbell Front Raise (Standing, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
M-075;Male;4;Cable Pull-Through (Kneeling);3;12-15;60s;RPE 9
M-075;Male;5;EZ-Bar Curl (Standing, Reverse Grip, Tempo Training);3;12-15;60s;RPE 9
M-075;Male;6;Goblet Squat;3-4;6-8;120s;RPE 8-9
M-076;Male;1;Bicycling;3;12-15;60s;RPE 9
M-076;Male;2;Dumbbell Front Raise (Incline Bench, Prone);3;12-15;60s;RPE 9
M-076;Male;3;Russian Twist;3;12-15;60s;RPE 9
M-076;Male;4;Dumbbell Shoulder Press (Seated, Alternating, High Rep);3-4;6-8;120s;RPE 8-9
M-076;Male;5;Dumbbell Lateral Raise (Lying Incline, High Rep);3;12-15;60s;RPE 9
M-076;Male;6;Barbell Glute Bridge (Wide Stance, Banded, Peak Contraction);3;12-15;60s;RPE 9
M-077;Male;1;Dumbbell Lateral Raise (Lying Incline, High Rep);3;12-15;60s;RPE 9
M-077;Male;2;Running (Treadmill);3;12-15;60s;RPE 9
M-077;Male;3;Posterior Tibialis Stretch;3;12-15;60s;RPE 9
M-077;Male;4;Rack Pull;3;12-15;60s;RPE 9
M-077;Male;5;Calf Stretch (Hands Against Wall);3;12-15;60s;RPE 9
M-077;Male;6;Cable Side Kick (Standing, Flexed Foot);3;12-15;60s;RPE 9
M-078;Male;1;Groiners;3;12-15;60s;RPE 9
M-078;Male;2;Cable Triceps Pushdown (Rope Attachment, Overhead, Kneeling);3;12-15;60s;RPE 9
M-078;Male;3;Seated Cable Reverse Fly (High Pulley);3;12-15;60s;RPE 9
M-078;Male;4;Incline Hammer Curl (Dumbbell);3;12-15;60s;RPE 9
M-078;Male;5;Plyo Kettlebell Push-Up;3;12-15;60s;RPE 9
M-078;Male;6;Machine Seated Curl (Wide Stance, Pause at Peak);3;12-15;60s;RPE 9
M-079;Male;1;Rope Hammer Curl;3;12-15;60s;RPE 9
M-079;Male;2;EZ-Bar Curl (Preacher Curl, Close Grip);3;12-15;60s;RPE 9
M-079;Male;3;Cable Rear Delt Row (Rope Attachment, Face-Pull Height);3;12-15;60s;RPE 9
M-079;Male;4;Single Cone Sprint Drill;3;12-15;60s;RPE 9
M-079;Male;5;Lat Pulldown (V-Bar, Wide Stance);3;12-15;60s;RPE 9
M-079;Male;6;Front Foot Elevated Split Squat;3-4;6-8;120s;RPE 8-9
M-080;Male;1;Dynamic Chest Stretch;3;12-15;60s;RPE 9
M-080;Male;2;Calf Stretch (Hands Against Wall);3;12-15;60s;RPE 9
M-080;Male;3;Barbell Incline Shoulder Raise;3;12-15;60s;RPE 9
M-080;Male;4;Rocket Jump;3;12-15;60s;RPE 9
M-080;Male;5;Smith Machine Bench Press (High Rep, Close Grip);3-4;6-8;120s;RPE 8-9
M-080;Male;6;Landmine Squat;3-4;6-8;120s;RPE 8-9
M-081;Male;1;Cable Pull-Over (Standing, Rope Attachment);3;12-15;60s;RPE 9
M-081;Male;2;Face Pull (Neutral Grip, Low Pulley);3;12-15;60s;RPE 9
M-081;Male;3;Zottman Curl;3;12-15;60s;RPE 9
M-081;Male;4;Seated Overhead Dumbbell Press;3-4;6-8;120s;RPE 8-9
M-081;Male;5;Cable Curl (Low Pulley, Straight Bar, Wide Grip);3;12-15;60s;RPE 9
M-081;Male;6;Cable Glute Kickback (Standing, Extended Range);3;12-15;60s;RPE 9
M-082;Male;1;Cable Cross Body Lateral Raise;3;12-15;60s;RPE 9
M-082;Male;2;Dumbbell Hammer Curl (Seated, High Rep);3;12-15;60s;RPE 9
M-082;Male;3;Mixed Grip Chin-Up;3;12-15;60s;RPE 9
M-082;Male;4;Bicycling;3;12-15;60s;RPE 9
M-082;Male;5;EZ-Bar Curl (Preacher Curl, Close Grip);3;12-15;60s;RPE 9
M-082;Male;6;Dumbbell Squat;3-4;6-8;120s;RPE 8-9
M-083;Male;1;Barbell Guillotine Bench Press;3-4;6-8;120s;RPE 8-9
M-083;Male;2;Atlas Stones;3;12-15;60s;RPE 9
M-083;Male;3;Band Pull Apart;3;12-15;60s;RPE 9
M-083;Male;4;Hug a Ball;3;12-15;60s;RPE 9
M-083;Male;5;Dumbbell Front Raise (Incline Bench, Prone);3;12-15;60s;RPE 9
M-083;Male;6;Reverse Hack Squat;3-4;6-8;120s;RPE 8-9
M-084;Male;1;Lat Pulldown (V-Bar, Wide Stance);3;12-15;60s;RPE 9
M-084;Male;2;Overhead Press (Dumbbell, Standing, Strict, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-084;Male;3;Cable Crossover (Low-to-High, Single-Arm);3;12-15;60s;RPE 9
M-084;Male;4;Dumbbell Lateral Raise (Standing, Heavy, Low Rep);3;12-15;60s;RPE 9
M-084;Male;5;Wide Grip Seated Cable Row;3;12-15;60s;RPE 9
M-084;Male;6;Front Foot Elevated Split Squat;3-4;6-8;120s;RPE 8-9
M-085;Male;1;Behind the Head Chest Stretch;3;12-15;60s;RPE 9
M-085;Male;2;Egyptian Lateral Raise;3;12-15;60s;RPE 9
M-085;Male;3;Cable Rear Delt Fly;3;12-15;60s;RPE 9
M-085;Male;4;Bayesian Curl;3;12-15;60s;RPE 9
M-085;Male;5;Machine Chest Press (Neutral Grip, Pause Reps);3-4;6-8;120s;RPE 8-9
M-085;Male;6;Dumbbell Reverse Lunge (Rear Foot Elevated, Pause at Bottom);3;12-15;60s;RPE 9
M-086;Male;1;Dumbbell Pullover (Straight Arm, Across Bench);3;12-15;60s;RPE 9
M-086;Male;2;Lat Pulldown (Neutral Grip);3;12-15;60s;RPE 9
M-086;Male;3;Smith Machine Shrug (Behind the Back);3;12-15;60s;RPE 9
M-086;Male;4;Lat Pulldown (Neutral Grip, Close Bar, Pause at Peak);3;12-15;60s;RPE 9
M-086;Male;5;Cable Cross Body Lateral Raise;3;12-15;60s;RPE 9
M-086;Male;6;Barbell Full Squat;3-4;6-8;120s;RPE 8-9
M-087;Male;1;Cable Crossover (Low Pulley, Wide Grip);3;12-15;60s;RPE 9
M-087;Male;2;Cable Rear Delt Row (Single-Arm, High Pulley, Overhand);3;12-15;60s;RPE 9
M-087;Male;3;Dumbbell Skullcrusher;3;12-15;60s;RPE 9
M-087;Male;4;Decline Barbell Bench Press;3-4;6-8;120s;RPE 8-9
M-087;Male;5;EZ-Bar Curl (Preacher Curl, Reverse Grip, High Rep);3;12-15;60s;RPE 9
M-087;Male;6;Sumo Deadlift (Barbell, High Rep, Light Weight);3-4;6-8;120s;RPE 8-9
M-088;Male;1;Z Press;3-4;6-8;120s;RPE 8-9
M-088;Male;2;Seated Cable Reverse Fly (High Pulley);3;12-15;60s;RPE 9
M-088;Male;3;Dumbbell Lateral Raise (Lying Incline, Low Rep);3;12-15;60s;RPE 9
M-088;Male;4;Incline Hammer Curl (Dumbbell);3;12-15;60s;RPE 9
M-088;Male;5;Barbell Bent-Over Row (Wide Grip, Reverse Grip);3;12-15;60s;RPE 9
M-088;Male;6;Glute Bridge (Banded, Heels Elevated);3;12-15;60s;RPE 9
M-089;Male;1;Dumbbell Shoulder Press (Seated, Neutral Grip, Tempo Negative);3-4;6-8;120s;RPE 8-9
M-089;Male;2;Cable Curl (Low Pulley, D-Handle, Single-Arm, Tempo Negative);3;12-15;60s;RPE 9
M-089;Male;3;Seated Cable Reverse Fly (High Pulley);3;12-15;60s;RPE 9
M-089;Male;4;EZ-Bar Biceps Curl (Preacher Curl, Wide Grip);3;12-15;60s;RPE 9
M-089;Male;5;Weighted Decline Sit-Up (Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
M-089;Male;6;Fire Hydrant (Weighted);3;12-15;60s;RPE 9
M-090;Male;1;Cable Pull-Over (Standing, Rope Attachment);3;12-15;60s;RPE 9
M-090;Male;2;Hug a Ball;3;12-15;60s;RPE 9
M-090;Male;3;Smith Machine Bench Press (Incline, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-090;Male;4;Dumbbell Incline Press (Neutral Grip, High Rep);3-4;6-8;120s;RPE 8-9
M-090;Male;5;Lat Pulldown (Neutral Grip, Medium Width);3;12-15;60s;RPE 9
M-090;Male;6;Pause Squat;3-4;6-8;120s;RPE 8-9
M-091;Male;1;Posterior Tibialis Stretch;3;12-15;60s;RPE 9
M-091;Male;2;Cable Rear Delt Row (High Pulley, Single-Arm, Neutral Grip);3;12-15;60s;RPE 9
M-091;Male;3;Barbell Curl (Standing, Wide Grip, High Rep);3;12-15;60s;RPE 9
M-091;Male;4;Dumbbell Bench Press (Decline, High Rep);3-4;6-8;120s;RPE 8-9
M-091;Male;5;Floor Press (Dumbbell, Neutral Grip);3-4;6-8;120s;RPE 8-9
M-091;Male;6;Zercher Lunge;3;12-15;60s;RPE 9
M-092;Male;1;Chair Upper Body Stretch;3;12-15;60s;RPE 9
M-092;Male;2;Stride Jump Crossover;3;12-15;60s;RPE 9
M-092;Male;3;Cable Curl (Low Pulley, D-Handle, Single-Arm, Tempo Negative);3;12-15;60s;RPE 9
M-092;Male;4;Barbell Curl (Standing, Tempo Training);3;12-15;60s;RPE 9
M-092;Male;5;Dumbbell Lateral Raise (Standing, Heavy, Low Rep);3;12-15;60s;RPE 9
M-092;Male;6;Single-Leg RDL (Dumbbell, Deficit, Glute Focus);3;12-15;60s;RPE 9
M-093;Male;1;Incline Pronated-Grip Dumbbell Press;3-4;6-8;120s;RPE 8-9
M-093;Male;2;Mixed Grip Chin-Up;3;12-15;60s;RPE 9
M-093;Male;3;Cable Rear Delt Row (Rope Attachment, Face-Pull Height);3;12-15;60s;RPE 9
M-093;Male;4;Atlas Stones;3;12-15;60s;RPE 9
M-093;Male;5;Overhead Press (Barbell, Standing, Strict Form);3-4;6-8;120s;RPE 8-9
M-093;Male;6;Dumbbell Reverse Lunge (Front Foot Elevated, Glute Focus);3;12-15;60s;RPE 9
M-094;Male;1;Cable Rear Delt Row (Underhand Grip, Low Pulley, Pause at Peak);3;12-15;60s;RPE 9
M-094;Male;2;Incline Hammer Curl (Cable, Rope Attachment);3;12-15;60s;RPE 9
M-094;Male;3;Lat Pulldown (Neutral Grip, Medium Width);3;12-15;60s;RPE 9
M-094;Male;4;Chest Stretch on Stability Ball;3;12-15;60s;RPE 9
M-094;Male;5;One-Arm Dumbbell Row;3;12-15;60s;RPE 9
M-094;Male;6;Poliquin Step-Up;3;12-15;60s;RPE 9
M-095;Male;1;Cable Crossover (High Pulley, Single-Arm, Pause);3;12-15;60s;RPE 9
M-095;Male;2;Iron Cross Stretch;3;12-15;60s;RPE 9
M-095;Male;3;Cable Row (Single-Arm, Supinated Grip);3;12-15;60s;RPE 9
M-095;Male;4;EZ-Bar Curl (Preacher Curl, Reverse Grip, High Rep);3;12-15;60s;RPE 9
M-095;Male;5;Barbell Bench Press (Reverse Grip, Close Stance);3-4;6-8;120s;RPE 8-9
M-095;Male;6;Barbell Reverse Lunge (Rear Foot Elevated, Tempo Negative);3;12-15;60s;RPE 9
M-096;Male;1;Dumbbell Pullover (Incline Bench, Straight Arm);3;12-15;60s;RPE 9
M-096;Male;2;Preacher Curl (Single-Arm, Cable, Low Pulley, Pause at Peak);3;12-15;60s;RPE 9
M-096;Male;3;Machine Chest Press (Neutral Grip, Pause Reps);3-4;6-8;120s;RPE 8-9
M-096;Male;4;One-Arm Dumbbell Row;3;12-15;60s;RPE 9
M-096;Male;5;Lat Pulldown (Single-Arm, Neutral Grip, Kneeling);3;12-15;60s;RPE 9
M-096;Male;6;Cable Side Kick (Standing, Flexed Foot);3;12-15;60s;RPE 9
M-097;Male;1;Dumbbell Shoulder Press;3-4;6-8;120s;RPE 8-9
M-097;Male;2;Preacher Curl (Single-Arm, Dumbbell, Pause at Peak);3;12-15;60s;RPE 9
M-097;Male;3;Anterior Tibialis SMR;3;12-15;60s;RPE 9
M-097;Male;4;Preacher Curl (Single-Arm, Cable, Low Pulley, Tempo);3;12-15;60s;RPE 9
M-097;Male;5;Preacher Curl (Single-Arm, Dumbbell, Pause at Peak);3;12-15;60s;RPE 9
M-097;Male;6;Hack Squat Machine (Narrow Stance, Low Rep Focus);3-4;6-8;120s;RPE 8-9
M-098;Male;1;Dumbbell Shrug;3;12-15;60s;RPE 9
M-098;Male;2;Hammer Strength Chest Press;3-4;6-8;120s;RPE 8-9
M-098;Male;3;Dumbbell Clean and Press;3-4;6-8;120s;RPE 8-9
M-098;Male;4;Dumbbell Bench Press (Heavy Load, Decline, Pause at Bottom);3-4;6-8;120s;RPE 8-9
M-098;Male;5;Clean;3;12-15;60s;RPE 9
M-098;Male;6;Dumbbell Romanian Deadlift (RDL);3-4;6-8;120s;RPE 8-9
M-099;Male;1;Lat Pulldown (V-Bar, Close Stance, Pause at Peak);3;12-15;60s;RPE 9
M-099;Male;2;Cable Face Pull with External Rotation;3;12-15;60s;RPE 9
M-099;Male;3;Side Lying Lateral Raise;3;12-15;60s;RPE 9
M-099;Male;4;Single-Arm Cable Curl (Supinated Grip, High Pulley);3;12-15;60s;RPE 9
M-099;Male;5;Cable Triceps Pushdown (V-Bar, Heavy Load);3;12-15;60s;RPE 9
M-099;Male;6;Landmine Hack Squat;3-4;6-8;120s;RPE 8-9
M-100;Male;1;Barbell Reverse Curl (Standing, Wide Grip);3;12-15;60s;RPE 9
M-100;Male;2;Cable Cross Body Lateral Raise;3;12-15;60s;RPE 9
M-100;Male;3;Single-Arm Cable Curl (High Pulley, Supinated Grip, Tempo);3;12-15;60s;RPE 9
M-100;Male;4;Cable Triceps Kickback (Standing, Heavy Load, Tempo Negative);3;12-15;60s;RPE 9
M-100;Male;5;Single-Arm Cable Curl (Pronated Grip, High Pulley);3;12-15;60s;RPE 9
M-100;Male;6;Barbell Step-Ups (Reverse, Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
M-101;Male;1;Cable Hip Adduction;3;12-15;60s;RPE 9
M-101;Male;2;Cable Rear Delt Row (Underhand Grip, Low Pulley);3;12-15;60s;RPE 9
M-101;Male;3;Dumbbell Hammer Curl (Seated, High Rep);3;12-15;60s;RPE 9
M-101;Male;4;Battling Ropes;3;12-15;60s;RPE 9
M-101;Male;5;Hamstring SMR;3;12-15;60s;RPE 9
M-101;Male;6;Dumbbell Split Squat (Rear Foot Elevated, Close Stance, Tempo Negative);3-4;6-8;120s;RPE 8-9
M-102;Male;1;Ab Roller;3;12-15;60s;RPE 9
M-102;Male;2;Seated Machine Row (Underhand Grip);3;12-15;60s;RPE 9
M-102;Male;3;Smith Machine Bench Press (High Rep, Close Grip);3-4;6-8;120s;RPE 8-9
M-102;Male;4;Reverse Wrist Curl;3;12-15;60s;RPE 9
M-102;Male;5;Machine Chest Fly (Leaning Forward);3;12-15;60s;RPE 9
M-102;Male;6;Trap Bar Deadlift;3-4;6-8;120s;RPE 8-9
M-103;Male;1;Foot SMR;3;12-15;60s;RPE 9
M-103;Male;2;Alternating Floor Press;3-4;6-8;120s;RPE 8-9
M-103;Male;3;Seal Row (Dumbbell, Prone Bench);3;12-15;60s;RPE 9
M-103;Male;4;Weighted Decline Sit-Up (Heavy Load, Pause at Peak);3;12-15;60s;RPE 9
M-103;Male;5;Cable Crossover (Low-to-High, Single-Arm, Tempo Negative);3;12-15;60s;RPE 9
M-103;Male;6;Cable Adduction (Standing, Heavy Load, Low Rep);3;12-15;60s;RPE 9
M-104;Male;1;Arnold Press (Seated, Dumbbell);3-4;6-8;120s;RPE 8-9
M-104;Male;2;High Pull;3;12-15;60s;RPE 9
M-104;Male;3;Lat Pulldown (Neutral Grip, Medium Width);3;12-15;60s;RPE 9
M-104;Male;4;Z Press;3-4;6-8;120s;RPE 8-9
M-104;Male;5;Dumbbell Bench Press (Decline, High Rep);3-4;6-8;120s;RPE 8-9
M-104;Male;6;Single-Leg Romanian Deadlift (Dumbbell, Torso Supported);3-4;6-8;120s;RPE 8-9
M-105;Male;1;Arnold Press (Seated, Dumbbell);3-4;6-8;120s;RPE 8-9
M-105;Male;2;Rear Delt Dumbbell Fly;3;12-15;60s;RPE 9
M-105;Male;3;Dumbbell Dead Stop Row (Prone Bench);3;12-15;60s;RPE 9
M-105;Male;4;Single-Arm Cable Curl (Supinated Grip, High Pulley);3;12-15;60s;RPE 9
M-105;Male;5;Guillotine Press (Dumbbell Variation);3-4;6-8;120s;RPE 8-9
M-105;Male;6;Sumo Deadlift (Barbell, High Rep, Light Weight);3-4;6-8;120s;RPE 8-9
M-106;Male;1;Rack Pull (Above Knee);3;12-15;60s;RPE 9
M-106;Male;2;EZ-Bar Curl (Preacher Curl, Close Grip);3;12-15;60s;RPE 9
M-106;Male;3;Cable Pull-Over (Standing, Rope Attachment);3;12-15;60s;RPE 9
M-106;Male;4;Calf Stretch (Hands Against Wall);3;12-15;60s;RPE 9
